author,location,content,properties
"{""properties"":{""friends"":27,""verified"":false,""status_count"":214}}","{""longitude"":-0.18919,""country"":""GB"",""latitude"":51.50379309930915}","{""body"":""https://t.co/pY8JAzRRAi""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":401,""verified"":false,""status_count"":24309}}","{""longitude"":-1.4407025,""country"":""GB"",""latitude"":54.9779371296568}","{""body"":""Happy birthday to me mate with a massive head, have a goodn bowlder🎉 @MattthewTateee https://t.co/6CCz2dSaji""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":129,""verified"":false,""status_count"":115}}","{""longitude"":-0.25159149999999997,""country"":""GB"",""latitude"":52.08515709788065}","{""body"":""Cheers bby love you lots xx https://t.co/3sKGX66MaD""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":169,""verified"":false,""status_count"":1184}}","{""longitude"":-0.27846400000000004,""country"":""GB"",""latitude"":51.39007140862319}","{""body"":""unless i tell her over FB or something but i think she hates me bc of the Chat Room Incident loll""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":386,""verified"":false,""status_count"":1275}}","{""longitude"":-4.1415925,""country"":""GB"",""latitude"":53.22073849133854}","{""body"":""4 days to go📅 @sophhyd3 #notcounting""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":898,""verified"":false,""status_count"":130934}}","{""longitude"":-2.2798315000000002,""country"":""GB"",""latitude"":53.00279156026351}","{""body"":""You see they have thiefing boyfriends but some of you are still single https://t.co/8fgYBwncBg""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":382,""verified"":false,""status_count"":2655}}","{""longitude"":-0.08816100000000003,""country"":""GB"",""latitude"":51.490020924854}","{""body"":""Probably for the best I guess so I don't end up spending more, otherwise I'll be digging the dumpsters for food this month""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":147,""verified"":false,""status_count"":612}}","{""longitude"":-0.13035600000000003,""country"":""GB"",""latitude"":50.84034002985045}","{""body"":""Remember why I don't like clubs now""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":487,""verified"":false,""status_count"":35672}}","{""longitude"":-4.026033000000001,""country"":""GB"",""latitude"":51.621174430785665}","{""body"":""Do explain @BBCNewsnight, do explain. Are you a serious political journalism programme, or what? https://t.co/a0l6LAPLUG""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":169,""verified"":false,""status_count"":735}}","{""longitude"":-3.2648420000000007,""country"":""GB"",""latitude"":50.70350009784839}","{""body"":""@littlemizzbeth I thought I was the only one who saw it, but like damn yes agreed, fancy him a lot🔥🔥""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":378,""verified"":false,""status_count"":12349}}","{""longitude"":0.21058950000000004,""country"":""GB"",""latitude"":51.560607684597755}","{""body"":""@the_hindu was it not the army chief who gave permission to use drones?get your house in order 1st before u make this demand from US""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":381,""verified"":false,""status_count"":2181}}","{""longitude"":-0.7640635,""country"":""GB"",""latitude"":52.03360633916026}","{""body"":""@emanuelagyapeng it's alright eman""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2628,""verified"":false,""status_count"":31106}}","{""longitude"":-1.4407025,""country"":""GB"",""latitude"":54.9779371296568}","{""body"":""@thescript please don't fall asleep without reading this. Want to make you smile :) https://t.co/muDCWwv88C""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":233,""verified"":false,""status_count"":11276}}","{""longitude"":-0.42502549999999995,""country"":""GB"",""latitude"":53.84127387951994}","{""body"":""Us on Monday  https://t.co/R23hqMnGlY""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":3416,""verified"":false,""status_count"":74577}}","{""longitude"":-2.8030545,""country"":""GB"",""latitude"":55.61537432992772}","{""body"":""@ImAllieKatSnow Hi sorry I hope you don't mind me following you on here at all - I'm Hayley and I also love #TomHiddleston as well :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":298,""verified"":false,""status_count"":28365}}","{""longitude"":0.20662899999999995,""country"":""GB"",""latitude"":51.44023795652285}","{""body"":""Lool honestly get aired once move on who's got time lmao""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":590,""verified"":false,""status_count"":6012}}","{""longitude"":-0.7383080000000001,""country"":""GB"",""latitude"":51.511472271181745}","{""body"":""@Charles_MDuke #DonateMate  https://t.co/azvS3akl5k""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1061,""verified"":false,""status_count"":380}}","{""longitude"":-1.9414215000000004,""country"":""GB"",""latitude"":52.75666924203877}","{""body"":""@minnysuk ur welcome! I see more 8-10s left everywhere these days but my size always out of stock,so annoying lol fab will keep a luk out xx""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2005,""verified"":false,""status_count"":4388}}","{""longitude"":-3.4916864999999997,""country"":""GB"",""latitude"":54.712678293471484}","{""body"":""@idwarp @jiadarola best bit is the UKIP  leader has French name and German wife but is anti immigrant #tytlive""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":898,""verified"":false,""status_count"":130931}}","{""longitude"":-2.2798315000000002,""country"":""GB"",""latitude"":53.00279156026351}","{""body"":""@Dammie__ I hate you 😩😩😂😂😂""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1496,""verified"":false,""status_count"":8389}}","{""longitude"":-3.2229734999999997,""country"":""GB"",""latitude"":55.83729586045824}","{""body"":""@floridacpraed thanks""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":201,""verified"":false,""status_count"":395}}","{""longitude"":-2.0964385,""country"":""GB"",""latitude"":53.470459172817435}","{""body"":""Just want to put some girls out, girls like araminta hall ugh""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":182,""verified"":false,""status_count"":16612}}","{""longitude"":-1.0669855000000004,""country"":""GB"",""latitude"":50.81887558368253}","{""body"":""@LeahVine getting showered in snuggles tonight aren't you👫""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":973,""verified"":false,""status_count"":38177}}","{""longitude"":-5.928412999999999,""country"":""GB"",""latitude"":54.59591680133457}","{""body"":""@houndsecho @TheDevenish W.Belfast is just all other British cities.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":746,""verified"":true,""status_count"":8122}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@simon030667 it's a building process. State of origin was never what it is now... That's how we'd have to start it.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":465,""verified"":false,""status_count"":1831}}","{""longitude"":0.511578,""country"":""GB"",""latitude"":52.227131081826634}","{""body"":""I hate sleeping alone🙄""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":657,""verified"":false,""status_count"":40547}}","{""longitude"":-4.069734,""country"":""GB"",""latitude"":52.410568525655044}","{""body"":""@LisaFoxWrites I get to see Glen Matlock and Zebrahead in the same day. I'm going to fucking sob. Music is a nice :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":167,""verified"":false,""status_count"":36170}}","{""longitude"":-0.252754,""country"":""GB"",""latitude"":51.39781057661456}","{""body"":""Lack of accountability -> No oversight -> burying independent science results that go against \""established policy\"" https://t.co/S79ObfiAau""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":382,""verified"":false,""status_count"":2653}}","{""longitude"":-0.08816100000000003,""country"":""GB"",""latitude"":51.490020924854}","{""body"":""Ugh, I would have got the Zelda ones if they weren't slip-ons""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":892,""verified"":false,""status_count"":16814}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""@itsruthellen Awww that would be awesome ...when your back in London we should defo 💕""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":190,""verified"":false,""status_count"":72642}}","{""longitude"":0.07886299999999999,""country"":""GB"",""latitude"":51.58500991494593}","{""body"":""https://t.co/ifcepAnfbr""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":987,""verified"":false,""status_count"":34640}}","{""longitude"":-3.2030084999999997,""country"":""GB"",""latitude"":55.943259273756}","{""body"":""So Orbital were always great. Mind that day Liam Howlett made them greater?!?! 😍😍😍""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2684,""verified"":false,""status_count"":16088}}","{""longitude"":-5.0243725,""country"":""GB"",""latitude"":54.9045071775213}","{""body"":""@LeonaOdle Thank you for your follow. Looking forward to your tweets.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":461,""verified"":false,""status_count"":9833}}","{""longitude"":-2.3162305000000005,""country"":""GB"",""latitude"":52.37718572213027}","{""body"":""Gonna watch love island although it is just a poor mans eotb""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":143,""verified"":false,""status_count"":721}}","{""longitude"":0.598466,""country"":""GB"",""latitude"":51.774848680514296}","{""body"":""I've got to be up early but I just can't stop watching gossip girl 😵""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":267,""verified"":false,""status_count"":91144}}","{""longitude"":-0.19371950000000002,""country"":""GB"",""latitude"":51.451674884083495}","{""body"":""@UKafrolista @Abigail_Kwakye true, can't be controlled but w/ a marginalised selection of ambassadors then it will https://t.co/lVdJpDDVuQ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":676,""verified"":false,""status_count"":21925}}","{""longitude"":-0.3069960000000001,""country"":""GB"",""latitude"":51.44054535039476}","{""body"":""Haha that's a really funny video!  https://t.co/sHJ9COtyfG""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":3416,""verified"":false,""status_count"":184735}}","{""longitude"":-4.001617,""country"":""GB"",""latitude"":52.41214485808566}","{""body"":""A Happy Birthday to @XxPLWxX \n\nHave a good one, lady""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":151,""verified"":false,""status_count"":13461}}","{""longitude"":-0.8380554999999998,""country"":""GB"",""latitude"":52.80280339743897}","{""body"":""@TheTideDrew thank you for the follow b https://t.co/Q5dBFYhiX6""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":334,""verified"":false,""status_count"":5530}}","{""longitude"":-1.3439270000000003,""country"":""GB"",""latitude"":53.46316060476729}","{""body"":""@ladymissgnyc it's ok for some!!! Im so jealous lol""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":84,""verified"":false,""status_count"":883}}","{""longitude"":-2.3200564999999997,""country"":""GB"",""latitude"":52.11937731784101}","{""body"":""@Gregtito you guys ever come up against negative D&D stigma like the dark 80's #DnDMeltdown""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":509,""verified"":false,""status_count"":7419}}","{""longitude"":-2.1556405,""country"":""GB"",""latitude"":53.414623479394955}","{""body"":""@Kyle_Wellss is joke I say it all the time but cmon😂 fucking hell""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":458,""verified"":false,""status_count"":25175}}","{""longitude"":-2.0877745,""country"":""GB"",""latitude"":51.89632636441313}","{""body"":""Merky""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":387,""verified"":false,""status_count"":86677}}","{""longitude"":-0.26175367,""country"":""GB"",""latitude"":51.66254401}","{""body"":""@JamieBellinger I grew up with a railway line at the bottom of the garden. You get used to it.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":536,""verified"":false,""status_count"":86133}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""my discover weekly playlist is so good""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":39,""verified"":false,""status_count"":205}}","{""longitude"":-1.0334275000000004,""country"":""GB"",""latitude"":52.94811359268024}","{""body"":""Freedom writers is honestly the best film I've ever seen""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":680,""verified"":false,""status_count"":3694}}","{""longitude"":-0.6594239999999999,""country"":""GB"",""latitude"":53.5532640595455}","{""body"":""@PotatoesCharlie Umm, people who aren't interested in politics apparently have no opinion on #EUref ! Night night @MsAlliance @Massie68 Hx""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":96,""verified"":false,""status_count"":43638}}","{""longitude"":-0.148936,""country"":""GB"",""latitude"":51.50009845259365}","{""body"":""مو حزن .. لكن حنين ...!""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":544,""verified"":false,""status_count"":17352}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""The excitement of the independence referendum was amazing. The Europe vote is like the shitty last biscuit in the packet""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2458,""verified"":false,""status_count"":40766}}","{""longitude"":-2.6772815,""country"":""GB"",""latitude"":51.63335610131152}","{""body"":""all of it 💕 https://t.co/koqiuxzuTO""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":437,""verified"":false,""status_count"":1224}}","{""longitude"":1.1282275000000004,""country"":""GB"",""latitude"":51.30403802091395}","{""body"":""Thanks @KentRugby overwhelmed to win volunteers award. Proud to represent @cantrugby Thanks @ShepherdNeame gr8 hosts https://t.co/SE9VSJABz8""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":449,""verified"":false,""status_count"":4738}}","{""longitude"":-1.1835234999999997,""country"":""GB"",""latitude"":52.90354938096474}","{""body"":""@elisemccrone im not angry, just disappointed""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1043,""verified"":false,""status_count"":52194}}","{""longitude"":-1.5186515,""country"":""GB"",""latitude"":52.41195046288927}","{""body"":""@NigerianDemon if you ever did I'll cry n you don't want me to 😊""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":230,""verified"":false,""status_count"":3228}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""فأنا شخص يحب ثوبك الحاني ي اميرتي ،""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":125,""verified"":false,""status_count"":30588}}","{""longitude"":-1.128591,""country"":""GB"",""latitude"":52.92351685443825}","{""body"":""I mean everything I can say""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2718}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier ❤️⚽️🙋🏼🙋🏼🙋🏼🙋🏼🙏🏼🙏🏼🙏🏼😰😰😰""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":856,""verified"":false,""status_count"":16747}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""@MariiamGueye wateul 😍""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":10212,""verified"":false,""status_count"":285680}}","{""longitude"":-1.3487329999999995,""country"":""GB"",""latitude"":54.234175921979336}","{""body"":""@JeanMarkJM A warm thank you 4 following me. I very much appreciate ur valuable Twitter time. Good 2 connect. https://t.co/xbUzFby6PQ""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":306,""verified"":false,""status_count"":176784}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""@onsenbatlesc j'ai même pas cherché mdr""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":253,""verified"":false,""status_count"":2618}}","{""longitude"":-1.5566521,""country"":""GB"",""latitude"":53.80731196}","{""body"":""Good job I don't have Asthma. Sweet set at Dunk the other day. #ofmiceandmen #slamdunk #leeds @… https://t.co/CnKVVFkfRB""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":447,""verified"":false,""status_count"":15271}}","{""longitude"":-1.2724419999999999,""country"":""GB"",""latitude"":53.12977465530245}","{""body"":""@FreeMemesKids @Kanee_Percival""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":7,""verified"":false,""status_count"":21137}}","{""longitude"":-0.228784,""country"":""GB"",""latitude"":51.491747}","{""body"":""Get the most up to date information about broadband in W6 9JA by visiting https://t.co/PZ8rVXLGW6 #broadbandcompareuk #bestbroadband""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":67,""verified"":false,""status_count"":190}}","{""longitude"":-1.4407025,""country"":""GB"",""latitude"":54.9779371296568}","{""body"":""He was every thing I'd dreamed he'd be sweet surrender what a night - 34 years worth the wait! @adamaofficial https://t.co/1DAwYdwTly""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1654,""verified"":false,""status_count"":8507}}","{""longitude"":-1.2225015000000004,""country"":""GB"",""latitude"":54.559427409931665}","{""body"":""@ethanrobots tell the DJ to play Gala Freed from Desire and stand well back 🔥""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":239,""verified"":false,""status_count"":87}}","{""longitude"":0.04491400000000001,""country"":""GB"",""latitude"":51.51605982148212}","{""body"":""Just watched #AAaMovie ,,complet family entertainer ,,each Nd every charcter was good..supb class movie ,,@Samanthaprabhu2 u just nailed it""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1373,""verified"":false,""status_count"":190769}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@kiranchug xx""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":151,""verified"":false,""status_count"":25422}}","{""longitude"":-1.6453615,""country"":""GB"",""latitude"":54.9920651180037}","{""body"":""Quote ayaat. Do not get into ahadith, unless you quote ''spiritual'' hadith. It's for your own benefit. You *will* misinterpret.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2457,""verified"":false,""status_count"":40767}}","{""longitude"":-2.6772815,""country"":""GB"",""latitude"":51.63335610131152}","{""body"":""all of it 💕 https://t.co/VszIbY9le9""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":198,""verified"":false,""status_count"":2613}}","{""longitude"":-0.102162,""country"":""GB"",""latitude"":51.58792119344532}","{""body"":""@itsajennybean lool was that spelling a joke?""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1330,""verified"":false,""status_count"":14757}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""@LauraBallard96 https://t.co/0yz3xxaCqY""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":527,""verified"":false,""status_count"":11858}}","{""longitude"":-1.458029,""country"":""GB"",""latitude"":55.02801629516445}","{""body"":""@CI  talking a load of crap Robert! He is a nutter!!! #scardycat #justbehonest""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":898,""verified"":false,""status_count"":130930}}","{""longitude"":-2.2798315000000002,""country"":""GB"",""latitude"":53.00279156026351}","{""body"":""@jimieffam lmao my phone too 😭😭😭😭😭😭😭😭""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":701,""verified"":false,""status_count"":22434}}","{""longitude"":-1.785921,""country"":""GB"",""latitude"":53.6903684346329}","{""body"":""@sj__robbo @michaelwood fans aren't allowed to criticise the owners ??!! #bcafc""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":460,""verified"":false,""status_count"":4311}}","{""longitude"":-0.09263300000000001,""country"":""GB"",""latitude"":51.35895133231162}","{""body"":""NO ONE UNDERDTANDS ME! ITs not fair!!(x3) Waaa😫👶🏻""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1010,""verified"":false,""status_count"":55894}}","{""longitude"":0.20662899999999995,""country"":""GB"",""latitude"":51.44023795652285}","{""body"":""Bloody hell https://t.co/NNrfJUIF8m""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":283,""verified"":false,""status_count"":12939}}","{""longitude"":-1.1722659999999996,""country"":""GB"",""latitude"":52.969744440802685}","{""body"":""@TexturedRS I'm fuckin ded""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":5043,""verified"":false,""status_count"":133313}}","{""longitude"":-2.955045,""country"":""GB"",""latitude"":56.47700935163645}","{""body"":""I am too buzzing that I don't need to be up early tomorrow""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":69,""verified"":false,""status_count"":1098}}","{""longitude"":-3.2030084999999997,""country"":""GB"",""latitude"":55.943259273756}","{""body"":""@Ryanair And if so what would you recommend I take as \""proof of nationality\""?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":97,""verified"":false,""status_count"":5494}}","{""longitude"":-0.33394250000000003,""country"":""GB"",""latitude"":53.76584968269761}","{""body"":""@SSSniperrKiid No""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":596,""verified"":false,""status_count"":7103}}","{""longitude"":-0.17311500000000005,""country"":""GB"",""latitude"":51.5248433429905}","{""body"":""Who sent me 🙄😫😫😫😫😫""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2005,""verified"":false,""status_count"":4382}}","{""longitude"":-3.4916864999999997,""country"":""GB"",""latitude"":54.712678293471484}","{""body"":""I like Dennis Skinner and some others but not many #tytlive https://t.co/5tQrrV2k9S""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":358,""verified"":false,""status_count"":4832}}","{""longitude"":-3.0551257,""country"":""GB"",""latitude"":53.8171551}","{""body"":""💋💋 #boomerang #kisses #showgirls #dancers #vivablackpool #blackpool… https://t.co/DPLLIYeIkW""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":520,""verified"":false,""status_count"":117542}}","{""longitude"":0.07886299999999999,""country"":""GB"",""latitude"":51.58500991494593}","{""body"":""@girl_vintage Death by horse is at least a little less WTF. Horses do randomly buck/kill people in RL.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2171,""verified"":false,""status_count"":92066}}","{""longitude"":-1.8900305,""country"":""GB"",""latitude"":53.72958161796917}","{""body"":""No one in the GC laughs at my jokes anymore we really must all be best friends""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":635,""verified"":false,""status_count"":168}}","{""longitude"":-3.9314834999999997,""country"":""GB"",""latitude"":56.15333744184362}","{""body"":""Was nice to see my mum and sister today hopefully see you soon @WillNRitchie #family#fantastic 4#loveyouall   👩‍👩‍👧‍👦 ❤️""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1123,""verified"":false,""status_count"":158252}}","{""longitude"":-0.29743,""country"":""GB"",""latitude"":51.51476447266411}","{""body"":""@LetoLior off of that if it's something I think I can do""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2101,""verified"":false,""status_count"":11677}}","{""longitude"":-0.1383557,""country"":""GB"",""latitude"":51.5346988}","{""body"":""SHURA absolutely smashed it tonight! @ KOKO London https://t.co/Ugimi4DqoG""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2984,""verified"":false,""status_count"":16848}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@The_Tardis_Toms @3coolkatz @SquirtTheCat @Mr_Pie @MariaPulk @MrMoustacheCat @RosieRoseLA They are very striking :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":236,""verified"":false,""status_count"":4587}}","{""longitude"":-1.2881384999999999,""country"":""GB"",""latitude"":51.81981001827516}","{""body"":""@buboxno1 I've not heard or seen anyone complain, you must follow some right miseries?""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":237,""verified"":false,""status_count"":2910}}","{""longitude"":-3.2126029999999997,""country"":""GB"",""latitude"":51.777178542361}","{""body"":""Imagine being able to get a decent night sleep 😊""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":3260,""verified"":false,""status_count"":16090}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""@bobmidd hes nothing to do with me whereas Corbyn is my problem - Im not a Tory""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":979,""verified"":false,""status_count"":34623}}","{""longitude"":-0.910568,""country"":""GB"",""latitude"":51.5359129566958}","{""body"":""Hay transmisión hoy?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":559,""verified"":false,""status_count"":21101}}","{""longitude"":0.7212505000000001,""country"":""GB"",""latitude"":51.54947858240573}","{""body"":""He wouldn't let me leave his room and proceeded to wrap himself in my dressing gown, keeping in mind I was stark bollock naked underneath???""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":941,""verified"":false,""status_count"":14142}}","{""longitude"":-0.09263300000000001,""country"":""GB"",""latitude"":51.35895133231162}","{""body"":""You dont know the mountains we face day to day.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":248,""verified"":false,""status_count"":1864}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""@emfisher_  @daisygerrard you have 15 mins or else you'll be getting a strongly worded message""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":898,""verified"":false,""status_count"":130929}}","{""longitude"":-2.2798315000000002,""country"":""GB"",""latitude"":53.00279156026351}","{""body"":""Lmaooo who be that? 😂😂😂😂😂😂 https://t.co/NtkDRvx4e6""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":867,""verified"":false,""status_count"":18885}}","{""longitude"":0.08932450000000001,""country"":""GB"",""latitude"":51.468410299162315}","{""body"":""And I will enjoy""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":190,""verified"":false,""status_count"":11421}}","{""longitude"":-4.186459999999999,""country"":""GB"",""latitude"":55.75947448152295}","{""body"":""I can't tell if this is a result of my recent drop or not""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":174,""verified"":false,""status_count"":2838}}","{""longitude"":-0.8415085000000001,""country"":""GB"",""latitude"":51.4081263733163}","{""body"":""@elise_b_rose so I'll give u that, u did help me""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":370,""verified"":false,""status_count"":789}}","{""longitude"":-3.9271189999999994,""country"":""GB"",""latitude"":51.02295143263842}","{""body"":""Heinz is Jen jen!!!!! #heinz #jenjen #isjen #z""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":174,""verified"":false,""status_count"":2468}}","{""longitude"":-1.2239520000000002,""country"":""GB"",""latitude"":52.766714036292804}","{""body"":""Pumped my bike up too much and it popped :/""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":86,""verified"":false,""status_count"":4814}}","{""longitude"":-3.9271189999999994,""country"":""GB"",""latitude"":51.02295143263842}","{""body"":""There can be no price put on our democracy, not when so many have died on the alter of its continued existence. #VoteLeave #EUref #Brexit""}","{""sentiment"":-1,""platform"":""twitter""}"
